Date,Close
12/16/2015 16:00:00,139.29
12/17/2015 16:00:00,136.75
12/18/2015 16:00:00,134.9
12/21/2015 16:00:00,135.5
12/22/2015 16:00:00,137.93
12/23/2015 16:00:00,138.54
12/24/2015 16:00:00,138.25
12/28/2015 16:00:00,137.61
12/29/2015 16:00:00,139.78
12/30/2015 16:00:00,139.34
12/31/2015 16:00:00,137.62
1/4/2016 16:00:00,135.95
1/5/2016 16:00:00,135.85
1/6/2016 16:00:00,135.17
1/7/2016 16:00:00,132.86
1/8/2016 16:00:00,131.63
1/11/2016 16:00:00,133.23
1/12/2016 16:00:00,132.9
1/13/2016 16:00:00,131.17
1/14/2016 16:00:00,132.91
1/15/2016 16:00:00,130.03
1/19/2016 16:00:00,128.11
1/20/2016 16:00:00,121.86
1/21/2016 16:00:00,122.91
1/22/2016 16:00:00,122.5
1/25/2016 16:00:00,122.08
1/26/2016 16:00:00,122.59
1/27/2016 16:00:00,120.96
1/28/2016 16:00:00,122.22
1/29/2016 16:00:00,124.79
2/1/2016 16:00:00,124.83
2/2/2016 16:00:00,122.94
2/3/2016 16:00:00,124.72
2/4/2016 16:00:00,127.65
2/5/2016 16:00:00,128.57
2/8/2016 16:00:00,126.98
2/9/2016 16:00:00,124.07
2/10/2016 16:00:00,120.19
2/11/2016 16:00:00,117.85
2/12/2016 16:00:00,121.04
2/16/2016 16:00:00,122.74
2/17/2016 16:00:00,126.1
2/18/2016 16:00:00,132.45
2/19/2016 16:00:00,133.08
2/22/2016 16:00:00,133.77
2/23/2016 16:00:00,132.4
2/24/2016 16:00:00,132.8
2/25/2016 16:00:00,134.5
2/26/2016 16:00:00,132.03
2/29/2016 16:00:00,131.03
3/1/2016 16:00:00,134.37
3/2/2016 16:00:00,136.3
3/3/2016 16:00:00,137.8
3/4/2016 16:00:00,137.8
3/7/2016 16:00:00,140.15
3/8/2016 16:00:00,139.07
3/9/2016 16:00:00,140.41
3/10/2016 16:00:00,140.19
3/11/2016 16:00:00,142.36
3/14/2016 16:00:00,142.78
3/15/2016 16:00:00,142.96
3/16/2016 16:00:00,144.79
3/17/2016 16:00:00,147.04
3/18/2016 16:00:00,147.09
3/21/2016 16:00:00,148.63
3/22/2016 16:00:00,148.1
3/23/2016 16:00:00,145.4
3/24/2016 16:00:00,147.95
3/28/2016 16:00:00,148.4
3/29/2016 16:00:00,149.33
3/30/2016 16:00:00,148.41
3/31/2016 16:00:00,151.45
4/1/2016 16:00:00,152.52
4/4/2016 16:00:00,152.07
4/5/2016 16:00:00,150
4/6/2016 16:00:00,150.02
4/7/2016 16:00:00,148.25
4/8/2016 16:00:00,149.35
4/11/2016 16:00:00,149.25
4/12/2016 16:00:00,149.63
4/13/2016 16:00:00,151.23
4/14/2016 16:00:00,151.16
4/15/2016 16:00:00,151.72
4/18/2016 16:00:00,152.53
4/19/2016 16:00:00,144
4/20/2016 16:00:00,146.11
4/21/2016 16:00:00,149.3
4/22/2016 16:00:00,148.5
4/25/2016 16:00:00,148.81
4/26/2016 16:00:00,149.08
4/27/2016 16:00:00,150.47
4/28/2016 16:00:00,147.07
4/29/2016 16:00:00,145.94
5/2/2016 16:00:00,145.27
5/3/2016 16:00:00,144.13
5/4/2016 16:00:00,144.25
5/5/2016 16:00:00,146.47
5/6/2016 16:00:00,147.29
5/9/2016 16:00:00,147.34
5/10/2016 16:00:00,149.97
5/11/2016 16:00:00,148.95
5/12/2016 16:00:00,148.84
5/13/2016 16:00:00,147.72
5/16/2016 16:00:00,149.46
5/17/2016 16:00:00,148
5/18/2016 16:00:00,147.34
5/19/2016 16:00:00,144.93
5/20/2016 16:00:00,147.25
5/23/2016 16:00:00,146.77
5/24/2016 16:00:00,148.31
5/25/2016 16:00:00,151.69
5/26/2016 16:00:00,152.44
5/27/2016 16:00:00,152.84
5/31/2016 16:00:00,153.74
6/1/2016 16:00:00,152.51
6/2/2016 16:00:00,153.5
6/3/2016 16:00:00,152.89
6/6/2016 16:00:00,152.73
6/7/2016 16:00:00,153.33
6/8/2016 16:00:00,154
6/9/2016 16:00:00,153.42
6/10/2016 16:00:00,152.37
6/13/2016 16:00:00,151.28
6/14/2016 16:00:00,151.06
6/15/2016 16:00:00,150.68
6/16/2016 16:00:00,151.06
6/17/2016 16:00:00,151.99
6/20/2016 16:00:00,153.61
6/21/2016 16:00:00,154.05
6/22/2016 16:00:00,152.92
6/23/2016 16:00:00,155.35
6/24/2016 16:00:00,146.59
6/27/2016 16:00:00,143.5
6/28/2016 16:00:00,145.7
6/29/2016 16:00:00,148.46
6/30/2016 16:00:00,151.78
7/1/2016 16:00:00,152.35
7/5/2016 16:00:00,151.68
7/6/2016 16:00:00,152.37
7/7/2016 16:00:00,152.6
7/8/2016 16:00:00,154.46
7/11/2016 16:00:00,155.33
7/12/2016 16:00:00,157.04
7/13/2016 16:00:00,158.02
7/14/2016 16:00:00,160.28
7/15/2016 16:00:00,159.78
7/18/2016 16:00:00,159.86
7/19/2016 16:00:00,159.58
7/20/2016 16:00:00,161.36
7/21/2016 16:00:00,160.45
7/22/2016 16:00:00,162.07
7/25/2016 16:00:00,162.65
7/26/2016 16:00:00,162.12
7/27/2016 16:00:00,161.83
7/28/2016 16:00:00,161.37
7/29/2016 16:00:00,160.62
8/1/2016 16:00:00,161.45
8/2/2016 16:00:00,160.58
8/3/2016 16:00:00,160.67
8/4/2016 16:00:00,161.55
8/5/2016 16:00:00,163.5
8/8/2016 16:00:00,162.04
8/9/2016 16:00:00,161.77
8/10/2016 16:00:00,162.08
8/11/2016 16:00:00,163.53
8/12/2016 16:00:00,161.95
8/15/2016 16:00:00,161.88
8/16/2016 16:00:00,160.7
8/17/2016 16:00:00,160.44
8/18/2016 16:00:00,161.36
8/19/2016 16:00:00,160.04
8/22/2016 16:00:00,160
8/23/2016 16:00:00,160.26
8/24/2016 16:00:00,159.05
8/25/2016 16:00:00,158.63
8/26/2016 16:00:00,158.32
8/29/2016 16:00:00,159.72
8/30/2016 16:00:00,159.4
8/31/2016 16:00:00,158.88
9/1/2016 16:00:00,159.54
9/2/2016 16:00:00,159.55
9/6/2016 16:00:00,160.35
9/7/2016 16:00:00,161.64
9/8/2016 16:00:00,159
9/9/2016 16:00:00,155.69
9/12/2016 16:00:00,158.29
9/13/2016 16:00:00,155.81
9/14/2016 16:00:00,154.05
9/15/2016 16:00:00,155.66
9/16/2016 16:00:00,153.84
9/19/2016 16:00:00,154.87
9/20/2016 16:00:00,154.45
9/21/2016 16:00:00,155.53
9/22/2016 16:00:00,156.11
9/23/2016 16:00:00,154.98
9/26/2016 16:00:00,153.98
9/27/2016 16:00:00,156.77
9/28/2016 16:00:00,158.29
9/29/2016 16:00:00,158.11
9/30/2016 16:00:00,158.85
10/3/2016 16:00:00,157.61
10/4/2016 16:00:00,156.46
10/5/2016 16:00:00,157.08
10/6/2016 16:00:00,156.88
10/7/2016 16:00:00,155.67
10/10/2016 16:00:00,157.02
10/11/2016 16:00:00,154.79
10/12/2016 16:00:00,154.29
10/13/2016 16:00:00,153.72
10/14/2016 16:00:00,154.45
10/17/2016 16:00:00,154.77
10/18/2016 16:00:00,150.72
10/19/2016 16:00:00,151.26
10/20/2016 16:00:00,151.52
10/21/2016 16:00:00,149.63
10/24/2016 16:00:00,150.57
10/25/2016 16:00:00,150.88
10/26/2016 16:00:00,151.81
10/27/2016 16:00:00,153.35
10/28/2016 16:00:00,152.61
10/31/2016 16:00:00,153.69
11/1/2016 16:00:00,152.79
11/2/2016 16:00:00,151.95
11/3/2016 16:00:00,152.37
11/4/2016 16:00:00,152.43
11/7/2016 16:00:00,155.72
11/8/2016 16:00:00,155.17
11/9/2016 16:00:00,154.81
11/10/2016 16:00:00,160.22
11/11/2016 16:00:00,161.27
11/14/2016 16:00:00,158.21
11/15/2016 16:00:00,158.67
11/16/2016 16:00:00,159.29
11/17/2016 16:00:00,159.8
11/18/2016 16:00:00,160.39
11/21/2016 16:00:00,162.77
11/22/2016 16:00:00,162.67
11/23/2016 16:00:00,161.98
11/25/2016 16:00:00,163.14
11/28/2016 16:00:00,164.52
11/29/2016 16:00:00,163.53
11/30/2016 16:00:00,162.22
12/1/2016 16:00:00,159.82
12/2/2016 16:00:00,160.02
12/5/2016 16:00:00,159.84
12/6/2016 16:00:00,160.35
12/7/2016 16:00:00,164.79
12/8/2016 16:00:00,165.36
12/9/2016 16:00:00,166.52
12/12/2016 16:00:00,165.5
12/13/2016 16:00:00,168.29
12/14/2016 16:00:00,168.51
12/15/2016 16:00:00,168.02
12/16/2016 16:00:00,166.73
12/19/2016 16:00:00,166.68
12/20/2016 16:00:00,167.6
12/21/2016 16:00:00,167.33
12/22/2016 16:00:00,167.06
12/23/2016 16:00:00,166.71
12/27/2016 16:00:00,167.14
12/28/2016 16:00:00,166.19
12/29/2016 16:00:00,166.6
12/30/2016 16:00:00,165.99
1/3/2017 16:00:00,167.19
1/4/2017 16:00:00,169.26
1/5/2017 16:00:00,168.7
1/6/2017 16:00:00,169.53
1/9/2017 16:00:00,167.65
1/10/2017 16:00:00,165.52
1/11/2017 16:00:00,167.75
1/12/2017 16:00:00,167.95
1/13/2017 16:00:00,167.34
1/17/2017 16:00:00,167.89
1/18/2017 16:00:00,166.8
1/19/2017 16:00:00,166.81
1/20/2017 16:00:00,170.55
1/23/2017 16:00:00,171.03
1/24/2017 16:00:00,175.9
1/25/2017 16:00:00,178.29
1/26/2017 16:00:00,178.66
1/27/2017 16:00:00,177.3
1/30/2017 16:00:00,175.8
1/31/2017 16:00:00,174.52
2/1/2017 16:00:00,174.29
2/2/2017 16:00:00,174.58
2/3/2017 16:00:00,175.82
2/6/2017 16:00:00,175.86
2/7/2017 16:00:00,178.46
2/8/2017 16:00:00,176.17
2/9/2017 16:00:00,177.21
2/10/2017 16:00:00,178.68
2/13/2017 16:00:00,179.36
2/14/2017 16:00:00,180.13
2/15/2017 16:00:00,181.68
2/16/2017 16:00:00,181.43
2/17/2017 16:00:00,180.67
2/21/2017 16:00:00,180.26
2/22/2017 16:00:00,181.15
2/23/2017 16:00:00,181.65
2/24/2017 16:00:00,181.35
2/27/2017 16:00:00,179.4
2/28/2017 16:00:00,179.82
3/1/2017 16:00:00,181.95
3/2/2017 16:00:00,180.53
3/3/2017 16:00:00,180.05
3/6/2017 16:00:00,180.47
3/7/2017 16:00:00,180.38
3/8/2017 16:00:00,179.45
3/9/2017 16:00:00,177.18
3/10/2017 16:00:00,177.83
3/13/2017 16:00:00,176.46
3/14/2017 16:00:00,175.72
3/15/2017 16:00:00,175.81
3/16/2017 16:00:00,177.24
3/17/2017 16:00:00,175.65
3/20/2017 16:00:00,175.7
3/21/2017 16:00:00,173.88
3/22/2017 16:00:00,174.78
3/23/2017 16:00:00,174.82
3/24/2017 16:00:00,173.83
3/27/2017 16:00:00,173.77
3/28/2017 16:00:00,174.51
3/29/2017 16:00:00,173.94
3/30/2017 16:00:00,173.86
3/31/2017 16:00:00,174.14
4/3/2017 16:00:00,174.5
4/4/2017 16:00:00,174.52
4/5/2017 16:00:00,172.88
4/6/2017 16:00:00,172.45
4/7/2017 16:00:00,172.14
4/10/2017 16:00:00,171.2
4/11/2017 16:00:00,170.58
4/12/2017 16:00:00,170.66
4/13/2017 16:00:00,169.53
4/17/2017 16:00:00,171.1
4/18/2017 16:00:00,170.05
4/19/2017 16:00:00,161.69
4/20/2017 16:00:00,162.3
4/21/2017 16:00:00,160.38
4/24/2017 16:00:00,160.75
4/25/2017 16:00:00,160.39
4/26/2017 16:00:00,160.06
4/27/2017 16:00:00,160.32
4/28/2017 16:00:00,160.29
5/1/2017 16:00:00,158.84
5/2/2017 16:00:00,159.1
5/3/2017 16:00:00,158.63
5/4/2017 16:00:00,159.05
5/5/2017 16:00:00,155.05
5/8/2017 16:00:00,153.03
5/9/2017 16:00:00,152.11
5/10/2017 16:00:00,151.25
5/11/2017 16:00:00,150.65
5/12/2017 16:00:00,150.37
5/15/2017 16:00:00,151.51
5/16/2017 16:00:00,153.68
5/17/2017 16:00:00,150.93
5/18/2017 16:00:00,150.78
5/19/2017 16:00:00,151.98
5/22/2017 16:00:00,152.64
5/23/2017 16:00:00,152.03
5/24/2017 16:00:00,152.51
5/25/2017 16:00:00,153.2
5/26/2017 16:00:00,152.49
5/30/2017 16:00:00,151.73
5/31/2017 16:00:00,152.63
6/1/2017 16:00:00,152.67
6/2/2017 16:00:00,152.05
6/5/2017 16:00:00,152.41
6/6/2017 16:00:00,152.37
6/7/2017 16:00:00,150.98
6/8/2017 16:00:00,152.1
6/9/2017 16:00:00,154.1
6/12/2017 16:00:00,155.18
6/13/2017 16:00:00,154.25
6/14/2017 16:00:00,153.81
6/15/2017 16:00:00,154.22
6/16/2017 16:00:00,155.38
6/19/2017 16:00:00,154.84
6/20/2017 16:00:00,154.95
6/21/2017 16:00:00,153.79
6/22/2017 16:00:00,154.4
6/23/2017 16:00:00,154.11
6/26/2017 16:00:00,155.23
6/27/2017 16:00:00,154.75
6/28/2017 16:00:00,155.32
6/29/2017 16:00:00,154.13
6/30/2017 16:00:00,153.83
7/3/2017 16:00:00,155.58
7/5/2017 16:00:00,153.67
7/6/2017 16:00:00,152.36
7/7/2017 16:00:00,152.94
7/10/2017 16:00:00,153.42
7/11/2017 16:00:00,153.19
7/12/2017 16:00:00,153.7
7/13/2017 16:00:00,153.63
7/14/2017 16:00:00,154.24
7/17/2017 16:00:00,153.01
7/18/2017 16:00:00,154
7/19/2017 16:00:00,147.53
7/20/2017 16:00:00,147.66
7/21/2017 16:00:00,147.08
7/24/2017 16:00:00,145.99
7/25/2017 16:00:00,146.19
7/26/2017 16:00:00,145.36
7/27/2017 16:00:00,145.07
7/28/2017 16:00:00,144.29
7/31/2017 16:00:00,144.67
8/1/2017 16:00:00,145.3
8/2/2017 16:00:00,144.45
8/3/2017 16:00:00,144.94
8/4/2017 16:00:00,145.16
8/7/2017 16:00:00,143.47
8/8/2017 16:00:00,142.11
8/9/2017 16:00:00,141.77
8/10/2017 16:00:00,141.84
8/11/2017 16:00:00,141.84
8/14/2017 16:00:00,142.32
8/15/2017 16:00:00,142.07
8/16/2017 16:00:00,142.5
8/17/2017 16:00:00,140.7
8/18/2017 16:00:00,139.7
8/21/2017 16:00:00,140.33
8/22/2017 16:00:00,141.01
8/23/2017 16:00:00,142.14
8/24/2017 16:00:00,142.94
8/25/2017 16:00:00,143.74
8/28/2017 16:00:00,142.51
8/29/2017 16:00:00,143.14
8/30/2017 16:00:00,142.56
8/31/2017 16:00:00,143.03
9/1/2017 16:00:00,144.08
9/5/2017 16:00:00,143.04
9/6/2017 16:00:00,143.82
9/7/2017 16:00:00,142.9
9/8/2017 16:00:00,142.45
9/11/2017 16:00:00,144.86
9/12/2017 16:00:00,145.76
9/13/2017 16:00:00,145.99
9/14/2017 16:00:00,145.54
9/15/2017 16:00:00,144.82
9/18/2017 16:00:00,144.55
9/19/2017 16:00:00,144.39
9/20/2017 16:00:00,145.88
9/21/2017 16:00:00,145.26
9/22/2017 16:00:00,145.13
9/25/2017 16:00:00,145.87
9/26/2017 16:00:00,146.56
9/27/2017 16:00:00,145.66
9/28/2017 16:00:00,145.66
9/29/2017 16:00:00,145.08
10/2/2017 16:00:00,146.66
10/3/2017 16:00:00,146.78
10/4/2017 16:00:00,146.48
10/5/2017 16:00:00,146.72
10/6/2017 16:00:00,146.48
10/9/2017 16:00:00,147.39
10/10/2017 16:00:00,148.5
10/11/2017 16:00:00,147.62
10/12/2017 16:00:00,147.03
10/13/2017 16:00:00,147.1
10/16/2017 16:00:00,146.83
10/17/2017 16:00:00,146.54
10/18/2017 16:00:00,159.53
10/19/2017 16:00:00,160.9
10/20/2017 16:00:00,162.07
10/23/2017 16:00:00,159.55
10/24/2017 16:00:00,155.88
10/25/2017 16:00:00,153.5
10/26/2017 16:00:00,153.6
10/27/2017 16:00:00,153.68
10/30/2017 16:00:00,154.36
10/31/2017 16:00:00,154.06
11/1/2017 16:00:00,154.03
11/2/2017 16:00:00,153.35
11/3/2017 16:00:00,151.58
11/6/2017 16:00:00,150.84
11/7/2017 16:00:00,151.35
11/8/2017 16:00:00,151.57
11/9/2017 16:00:00,150.3
11/10/2017 16:00:00,149.16
11/13/2017 16:00:00,148.4
11/14/2017 16:00:00,148.89
11/15/2017 16:00:00,147.1
11/16/2017 16:00:00,149.12
11/17/2017 16:00:00,148.97
11/20/2017 16:00:00,150.51
11/21/2017 16:00:00,151.95
11/22/2017 16:00:00,151.77
11/24/2017 13:00:00,151.84
11/27/2017 16:00:00,151.98
11/28/2017 16:00:00,152.47
11/29/2017 16:00:00,153.55
11/30/2017 16:00:00,153.97
12/1/2017 16:00:00,154.76
12/4/2017 16:00:00,156.46
12/5/2017 16:00:00,155.35
12/6/2017 16:00:00,154.1
12/7/2017 16:00:00,153.57
12/8/2017 16:00:00,154.81
12/11/2017 16:00:00,155.41
12/12/2017 16:00:00,156.74
12/13/2017 16:00:00,153.91
12/14/2017 16:00:00,154
12/15/2017 16:00:00,152.5
12/18/2017 16:00:00,153.33
12/19/2017 16:00:00,153.23
12/20/2017 16:00:00,152.95
12/21/2017 16:00:00,151.5
12/22/2017 16:00:00,152.5
12/26/2017 16:00:00,152.83
12/27/2017 16:00:00,153.13
12/28/2017 16:00:00,154.04
12/29/2017 16:00:00,153.42
1/2/2018 16:00:00,154.25
1/3/2018 16:00:00,158.49
1/4/2018 16:00:00,161.7
1/5/2018 16:00:00,162.49
1/8/2018 16:00:00,163.47
1/9/2018 16:00:00,163.83
1/10/2018 16:00:00,164.18
1/11/2018 16:00:00,164.2
1/12/2018 16:00:00,163.14
1/16/2018 16:00:00,163.85
1/17/2018 16:00:00,168.65
1/18/2018 16:00:00,169.12
1/19/2018 16:00:00,162.37
1/22/2018 16:00:00,162.6
1/23/2018 16:00:00,166.25
1/24/2018 16:00:00,165.37
1/25/2018 16:00:00,165.47
1/26/2018 16:00:00,167.34
1/29/2018 16:00:00,166.8
1/30/2018 16:00:00,163.62
1/31/2018 16:00:00,163.7
2/1/2018 16:00:00,162.4
2/2/2018 16:00:00,159.03
2/5/2018 16:00:00,152.53
2/6/2018 16:00:00,155.34
2/7/2018 16:00:00,153.85
2/8/2018 16:00:00,147.59
2/9/2018 16:00:00,149.51
2/12/2018 16:00:00,151.4
2/13/2018 16:00:00,150.75
2/14/2018 16:00:00,154.76
2/15/2018 16:00:00,156.01
2/16/2018 16:00:00,156.18
2/20/2018 16:00:00,155.16
2/21/2018 16:00:00,153.96
2/22/2018 16:00:00,153.18
2/23/2018 16:00:00,155.52
2/26/2018 16:00:00,158.58
2/27/2018 16:00:00,156.55
2/28/2018 16:00:00,155.83
3/1/2018 16:00:00,153.81
3/2/2018 16:00:00,154.49
3/5/2018 16:00:00,156.95
3/6/2018 16:00:00,155.72
3/7/2018 16:00:00,158.32
3/8/2018 16:00:00,156.21
3/9/2018 16:00:00,159.31
3/12/2018 16:00:00,160.26
3/13/2018 16:00:00,159.32
3/14/2018 16:00:00,158.12
3/15/2018 16:00:00,159.61
3/16/2018 16:00:00,160.26
3/19/2018 16:00:00,157.35
3/20/2018 16:00:00,156.2
3/21/2018 16:00:00,156.69
3/22/2018 16:00:00,152.09
3/23/2018 16:00:00,148.89
3/26/2018 16:00:00,153.37
3/27/2018 16:00:00,151.91
3/28/2018 16:00:00,152.52
3/29/2018 16:00:00,153.43
4/2/2018 16:00:00,150.07
4/3/2018 16:00:00,149.85
4/4/2018 16:00:00,154.12
4/5/2018 16:00:00,154.03
4/6/2018 16:00:00,150.57
4/9/2018 16:00:00,152.69
4/10/2018 16:00:00,155.39
4/11/2018 16:00:00,155.36
